ID,Category,Prompt,Intent,Solution,Severity,Response Type,Keywords
159,Crisis,I don't see the point in waking up tomorrow.,crisis_suicidal,I'm really sorry you're feeling this way. You are not alone. Please reach out immediately to a trusted person or emergency services.,high,crisis_support,"i, don't, see, the"
160,Support Seeking,My anxiety is getting worse before presentations.,anxiety_academic,It sounds like you're going through something difficult. Try taking small manageable steps and consider reaching out to someone you trust.,medium,emotional_support,"my, anxiety, is, getting"
161,Informational,How can I book a session with the campus counselor?,query_service,This is an informational query. It is best to refer to reliable sources or consult professionals for accurate guidance.,low,info,"how, can, i, book"
162,Emotional Venting,I'm so tired of trying and failing at everything.,vent_fatigue,"That sounds really tough. Your feelings are valid, and it's okay to express them. I'm here to listen.",medium,emotional_support,"i'm, so, tired, of"
163,Support Seeking,I feel lonely and I haven't made any friends here.,loneliness,It sounds like you're going through something difficult. Try taking small manageable steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, lonely, and"
164,Crisis,I want to hurt myself to make the pain stop.,crisis_selfharm,I'm really sorry you're feeling this way. You are not alone. Please reach out immediately to a trusted person or emergency services.,high,crisis_support,"i, want, to, hurt"
165,Informational,What is the difference between panic attacks and anxiety?,query_education,This is an informational query. It is best to refer to reliable sources or consult professionals for accurate guidance.,low,info,"what, is, the, difference"
166,Support Seeking,I just need someone to talk to right now please.,need_support,It sounds like you're going through something difficult. Try taking small manageable steps and consider reaching out to someone you trust.,medium,emotional_support,"i, just, need, someone"
167,Emotional Venting,Why does everything have to be so difficult for me?,vent_frustration,"That sounds really tough. Your feelings are valid, and it's okay to express them. I'm here to listen.",medium,emotional_support,"why, does, everything, have"
168,Support Seeking,I can't sleep because I'm worrying about my grades.,insomnia_stress,It sounds like you're going through something difficult. Try taking small manageable steps and consider reaching out to someone you trust.,medium,emotional_support,"i, can't, sleep, because"
169,Informational,Does the university insurance cover therapy?,query_cost,This is an informational query. It is best to refer to reliable sources or consult professionals for accurate guidance.,low,info,"does, the, university, insurance"
170,Crisis,Please help I think I'm having a panic attack right now.,crisis_panic,I'm really sorry you're feeling this way. You are not alone. Please reach out immediately to a trusted person or emergency services.,high,crisis_support,"please, help, i, think"
171,Support Seeking,I miss my family and I feel homesick.,homesickness,It sounds like you're going through something difficult. Try taking small manageable steps and consider reaching out to someone you trust.,medium,emotional_support,"i, miss, my, family"
172,Emotional Venting,I just want to scream and break something.,vent_anger,"That sounds really tough. Your feelings are valid, and it's okay to express them. I'm here to listen.",medium,emotional_support,"i, just, want, to"
173,Informational,Are there any support groups for students?,query_resources,This is an informational query. It is best to refer to reliable sources or consult professionals for accurate guidance.,low,info,"are, there, any, support"
174,Support Seeking,I feel like everyone is judging me constantly.,social_anxiety,It sounds like you're going through something difficult. Try taking small manageable steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, like, everyone"
175,Crisis,I have a plan to end my life tonight.,crisis_suicidal,I'm really sorry you're feeling this way. You are not alone. Please reach out immediately to a trusted person or emergency services.,high,crisis_support,"i, have, a, plan"
176,Emotional Venting,It's not fair that I have to deal with this much pressure.,vent_injustice,"That sounds really tough. Your feelings are valid, and it's okay to express them. I'm here to listen.",medium,emotional_support,"it's, not, fair, that"
177,Support Seeking,I don't know how to tell my parents I'm failing.,family_stress,It sounds like you're going through something difficult. Try taking small manageable steps and consider reaching out to someone you trust.,medium,emotional_support,"i, don't, know, how"
178,Informational,What are the side effects of antidepressants?,query_medication,This is an informational query. It is best to refer to reliable sources or consult professionals for accurate guidance.,low,info,"what, are, the, side"
179,Support Seeking,I feel empty inside and nothing makes me happy.,depression_symptoms,It sounds like you're going through something difficult. Try taking small manageable steps and consider reaching out to someone you trust.,medium,emotional_support,"i, feel, empty, inside"
180,Emotional Venting,Everyone ignores me and I'm sick of it.,vent_rejection,"That sounds really tough. Your feelings are valid, and it's okay to express them. I'm here to listen.",medium,emotional_support,"everyone, ignores, me, and"
181,Crisis,I'm standing on the roof and I'm scared.,crisis_immediate,I'm really sorry you're feeling this way. You are not alone. Please reach out immediately to a trusted person or emergency services.,high,crisis_support,"i'm, standing, on, the"
182,Support Seeking,Can you give me tips to calm down quickly?,coping_skills,It sounds like you're going through something difficult. Try taking small manageable steps and consider reaching out to someone you trust.,medium,emotional_support,"can, you, give, me"
